AverageOfP2O5,AverageOfCaO,AverageOfTotalSolids_TS,AverageOf +0.150mm ,AverageOf +1mm%,Average of Al2O3,Average of MgO,Average of Fe2O3,Average of SiO2,R.Average of P2O52,R.Average of Solids,R.Average of SO4,production ,input,recovery
29.17923077,49.55384615,61.68230769,52.15,0.54,0.634615385,0.140769231,0.123076923,7.473846154,26.07,28.50444444,3.424444444,3072.275479,3362.106827,0.913794724
29.90923077,49.41846154,63.75461538,57.19,0.7075,0.375384615,0.145384615,0.116153846,6.476923077,25.895,29.31,3.2525,2929.260253,3204.197924,0.914194542
29.71230769,49.19384615,65.07307692,55.46,0.56,0.436153846,0.142307692,0.142307692,7.219230769,25.25875,29.165,2.8325,2917.747948,3231.258132,0.902975816
29.02714286,48.64214286,64.08,47.6775,0.6675,0.667142857,0.14,0.202142857,8.44,25.6025,29.2275,2.94625,3357.00421,3712.232421,0.904308736
28.18588235,48.91705882,61.50941176,56.628,0.428,0.491764706,0.138235294,0.140588235,7.588823529,24.53083333,28.9925,3.8425,3815.533274,4190.398437,0.910541881
28.56473684,49.45789474,62.46789474,55.67333333,0.568333333,0.444736842,0.141052632,0.128421053,7.040526316,26.11166667,28.45583333,2.891666667,4655.854105,5106.656637,0.911722568
27.92526316,49.25631579,61.09421053,56.565,0.515,0.440526316,0.134736842,0.128947368,7.374736842,25.39,29.59083333,2.830833333,4566.522489,4991.103634,0.914932413
28.47684211,48.97473684,62.54789474,57.44333333,0.701666667,0.451578947,0.140526316,0.131052632,7.952105263,25.72666667,30.17,3.344166667,4245.223962,4607.177104,0.921437111
27.46684211,48.23,61.69210526,58.735,0.886666667,0.463684211,0.139473684,0.14,9.237894737,26.8325,28.26833333,3.485,4802.458772,5214.170293,0.921039878
27.93,49.02526316,62.29105263,59.56666667,1.413333333,0.434736842,0.141052632,0.137368421,7.974736842,27.55916667,27.89833333,3.101666667,4269.852325,4643.516897,0.919529835
28.39315789,49.18052632,63.02947368,56.46833333,1.061666667,0.418947368,0.141578947,0.131052632,7.66,27.56666667,28.85166667,3.063333333,4913.422911,5376.981356,0.913788348
28.05842105,48.53,61.27105263,53.71666667,0.575,0.471052632,0.142105263,0.132631579,8.736842105,27.80916667,29.475,3.111666667,4801.808868,5216.565105,0.920492464
28.20421053,48.79473684,59.36368421,57.83833333,0.733333333,0.445263158,0.140526316,0.134736842,8.025263158,27.83,26.905,3.090833333,4813.94101,5194.610524,0.926718372
27.66052632,48.73368421,61.36666667,56.045,0.835,0.466315789,0.146315789,0.123684211,8.288421053,27.61833333,30.4475,2.9775,4867.225175,5301.082568,0.918156832
27.49052632,48.91368421,64.34473684,59.16166667,0.943333333,0.402105263,0.146842105,0.121578947,8.074736842,27.06416667,28.4875,2.725833333,4212.131789,4588.364759,0.91800282
27.99210526,48.92526316,62.03684211,56.99666667,0.626666667,0.43,0.148421053,0.121052632,7.882105263,27.45333333,29.4825,3.109166667,5012.744619,5441.647323,0.921181459
27.25875,49.15125,63.8625,50.80666667,1.473333333,0.355,0.1375,0.1025,7.99,26.85181818,29.09272727,3.187272727,4120.797312,4478.002923,0.920231045
28.77263158,49.40947368,63.57842105,54.27333333,1.661666667,0.429473684,0.136842105,0.125263158,7.85,27.3075,28.97416667,3.1925,5107.597203,5547.307001,0.920734548
29.48789474,49.78105263,62.07894737,56.10666667,1.123333333,0.419473684,0.137894737,0.111578947,6.830526316,27.98833333,29.18583333,3.3,5168.022526,5594.893028,0.923703545
28.18210526,49.62210526,62.76157895,58.54666667,0.963333333,0.424210526,0.136842105,0.109473684,7.506315789,27.62416667,29.36333333,3.3125,5007.527922,5439.489926,0.920587774
28.41526316,49.24157895,62.95315789,55.195,0.736666667,0.413684211,0.139473684,0.117894737,7.974210526,26.62916667,28.9525,3.3425,5065.443769,5491.887444,0.922350252
28.55473684,49.03842105,62.54210526,55.39,0.728333333,0.404736842,0.138421053,0.125263158,8.264736842,26.6175,28.8125,3.573333333,4524.911017,4919.788038,0.919736985
28.55157895,49.18947368,61.46315789,54.75833333,0.816666667,0.46,0.136842105,0.125263158,7.993157895,27.70416667,28.21583333,3.489166667,4928.319523,5353.59526,0.920562591
28.85,49.45631579,64.02631579,55.48833333,0.823333333,0.471052632,0.142105263,0.120526316,7.388947368,27.4525,30.17666667,2.979166667,4341.721517,4735.732435,0.916800427
29.04789474,49.58315789,62.45105263,55.89833333,0.67,0.48,0.146315789,0.113157895,7.27,28.0125,30.66416667,2.614166667,4763.691378,5186.319424,0.918510988
29.10105263,49.48315789,61.60736842,57.45333333,0.878333333,0.434736842,0.142105263,0.118421053,7.621578947,27.52083333,29.22166667,3.228333333,4755.253974,5151.728581,0.923040471
28.67894737,49.10105263,61.94,56.57666667,0.758333333,0.424210526,0.143684211,0.127368421,8.044210526,27.72166667,29.03333333,2.941666667,4841.680525,5263.669046,0.919829967
28.85473684,48.83842105,60.75789474,59.455,0.751666667,0.383684211,0.143684211,0.138421053,8.632631579,28.15916667,30.00583333,2.741666667,4864.987672,5283.576968,0.920775395
28.67736842,48.62052632,61.71473684,59.23666667,0.82,0.456842105,0.154736842,0.151052632,9.335263158,27.47583333,29.03833333,3.036666667,4446.045749,4831.844806,0.920154916
28.74466667,48.84466667,61.00666667,55.31333333,0.855,0.486666667,0.156,0.141333333,8.807333333,27.60083333,28.38416667,2.805833333,4812.845564,5216.968179,0.922536883
28.355,48.8,61.623125,55.96833333,0.945,0.456875,0.169375,0.1225,8.675,27.73272727,29.84,3.016363636,4420.730843,4782.500185,0.924355603
28.15210526,48.78526316,62.67578947,50.78166667,1.208333333,0.523157895,0.155263158,0.131052632,8.600526316,27.38333333,28.89333333,2.783333333,5021.14859,5435.279761,0.923806834
28.35631579,48.97473684,63.43473684,52.61166667,0.986666667,0.446315789,0.152631579,0.127894737,8.557894737,27.84166667,27.9075,2.906666667,4835.488544,5250.866872,0.92089338
28.92578947,49.34315789,63.88473684,55.61333333,0.568333333,0.420526316,0.142631579,0.114736842,8.126315789,27.5425,29.54333333,2.880833333,4889.088843,5309.916118,0.920746907
29.11473684,49.62578947,62.70631579,58.19666667,1.043333333,0.488421053,0.15,0.117894737,7.231052632,27.52583333,28.3875,3.3225,4946.158284,5364.950016,0.921939304
28.74947368,49.29052632,61.98421053,55.91,1.175,0.487368421,0.144210526,0.124210526,8.140526316,27.07583333,27.82416667,3.000833333,4522.205666,4903.828296,0.922178631
28.35473684,49.02157895,61.825,57.79166667,1.28,0.468421053,0.118421053,0.151052632,8.917894737,27.71583333,28.46666667,2.883333333,4757.067296,5143.380915,0.924891112
28.25578947,49.04473684,61.01052632,56.09,1.056666667,0.556842105,0.108421053,0.180526316,8.797894737,27.31,28.65333333,2.991666667,4454.933222,4831.644987,0.9220324
28.80789474,49.13684211,62.38947368,56.77666667,0.486666667,0.571578947,0.121052632,0.175789474,8.473684211,27.61166667,28.91666667,2.8625,4930.187555,5354.814384,0.920701859
29.21842105,49.29631579,62.86842105,57.55833333,0.358333333,0.395789474,0.118947368,0.177368421,8.461578947,27.61833333,28.86416667,2.934166667,4912.395865,5335.064872,0.920775283
29.43315789,49.21157895,63.55842105,59.42,0.406666667,0.417894737,0.12,0.167894737,8.207894737,27.40166667,29.8825,3.2175,4892.389364,5318.103664,0.919949981
29.77789474,49.30578947,62.68052632,54.06333333,0.253333333,0.417368421,0.122631579,0.175263158,7.790526316,27.50833333,30.35083333,3.150833333,4896.088031,5319.20001,0.920455712
29.54625,49.6425,63.894375,54.48,0.283333333,0.4825,0.124375,0.1725,7.38625,27.235,28.24916667,3.410833333,4459.618282,4847.205951,0.920038952
29.29052632,49.34631579,63.45315789,56.11,0.316666667,0.485263158,0.117894737,0.170526316,7.905789474,28.33916667,29.18,3.408333333,5546.873591,5943.45036,0.933274993
28.59,49.07263158,63.85555556,55.56666667,0.608333333,0.460526316,0.114210526,0.172631579,8.730526316,28.33583333,29.72833333,2.579166667,4582.165943,4937.628823,0.928009396
28.76473684,48.95684211,64.04157895,53.775,0.645,0.471052632,0.111052632,0.182631579,8.901052632,28.18583333,28.565,2.488333333,4823.975272,5229.636174,0.922430378
29.37,48.99263158,64.57777778,63.18166667,0.835,0.391052632,0.103684211,0.160526316,8.69,28.42166667,27.24916667,2.929166667,4985.786189,5398.095236,0.923619531
29.32315789,49.16368421,63.46368421,62.23666667,1.048333333,0.393684211,0.102631579,0.164210526,8.605263158,27.72916667,28.91416667,3.4275,4826.589546,5226.261984,0.923526138
29.09736842,48.49578947,64.24526316,63.61,0.956666667,0.458421053,0.106842105,0.170526316,9.685789474,28.3275,28.13166667,2.983333333,4985.653261,5382.406024,0.926287099
28.87166667,48.01,64.01166667,60.815,0.95,0.537777778,0.106666667,0.186666667,10.21055556,26.95181818,28.92727273,3.102727273,4328.822273,4686.77913,0.923624125
28.57842105,47.97368421,62.38315789,55.45,0.471666667,0.563684211,0.109473684,0.198421053,10.38315789,28.01833333,28.6,2.8625,4958.756414,5361.566393,0.92487084
28.17842105,47.32315789,63.61421053,55.89333333,0.583333333,0.480526316,0.110526316,0.191578947,11.51,27.47583333,26.56833333,2.851666667,4519.128373,4886.612114,0.924797849
29.13,48.23526316,61.45263158,56.05666667,0.338333333,0.39,0.107368421,0.172631579,10.11368421,28.40333333,27.9625,3.0425,4930.633663,5332.859922,0.924575881
29.56411765,49.22058824,62.34705882,57.32666667,0.385,0.292941176,0.104705882,0.163529412,8.652941176,28.28833333,26.22,3.4675,4007.671878,4284.092842,0.935477364
29.85315789,49.14842105,60.44444444,56.37833333,0.365,0.505789474,0.106315789,0.171578947,8.407368421,28.035,27.56083333,2.860833333,4254.212275,4550.154579,0.934959945
29.39631579,49.16421053,64.12222222,58.63666667,0.485,0.42,0.098947368,0.170526316,8.547894737,28.555,26.56916667,2.7975,4721.877055,5070.740148,0.931200755
29.11157895,49.08368421,62.71526316,59.79833333,0.411666667,0.379473684,0.104736842,0.168947368,8.890526316,28.29416667,28.19916667,2.939166667,4606.199134,4949.150762,0.930704954
29.60947368,49.35210526,63.15263158,59.63833333,0.59,0.515789474,0.114210526,0.176315789,8.034736842,28.495,29.28083333,2.959166667,5040.445345,5411.173464,0.931488406
28.63473684,48.88947368,63.57631579,59.26,0.75,0.459473684,0.114210526,0.162631579,9.043157895,27.99166667,27.40083333,2.985,5049.581522,5417.839726,0.93202859
27.62473684,48.63157895,62.30473684,55.41833333,0.931666667,0.511578947,0.111578947,0.15,10.12894737,27.93666667,30.07166667,3.085,4839.457432,5192.847449,0.931946775
28.05526316,48.73736842,62.18631579,57.54666667,0.395,0.386842105,0.105263158,0.093157895,9.768421053,28.04916667,30.16333333,2.879166667,4879.962246,5277.960955,0.924592335
28.44947368,49.10684211,62.99894737,58.80666667,0.261666667,0.192105263,0.105789474,0.077368421,9.080526316,27.43583333,29.05416667,3.12,4835.444376,5193.768016,0.931008925
28.12,48.71368421,62.57894737,57.77,0.635,0.553684211,0.112105263,0.101052632,9.201052632,26.97083333,29.33083333,3.2325,4839.229195,5199.926091,0.930634226
28.76631579,49.04473684,62.67842105,59.91833333,0.841666667,0.461578947,0.102631579,0.092631579,8.576842105,27.37666667,29.34583333,2.9925,4547.239982,4886.908306,0.93049423
28.97578947,48.99842105,63.45,59.41666667,0.886666667,0.523157895,0.108421053,0.098421053,8.636315789,27.72666667,29.63777778,3.123333333,4940.642658,5296.041993,0.932893407
28.34315789,48.97368421,63.54684211,61.67,0.985,0.493157895,0.105263158,0.093157895,8.634736842,26.96833333,27.99166667,2.63,4151.376266,4484.77844,0.925659165
28.40736842,49.20210526,63.90526316,64.38166667,0.96,0.555789474,0.111578947,0.107368421,8.327368421,26.48166667,29.15666667,3.278333333,4731.969835,5086.019903,0.930387597
28.38315789,49.11947368,63.62263158,61.83166667,0.641666667,0.444736842,0.115263158,0.090526316,8.282105263,26.95333333,29.40666667,2.701666667,4830.622693,5185.275265,0.931603907
29.09842105,48.97052632,62.91052632,63.15166667,0.953333333,0.517894737,0.112631579,0.101052632,8.020526316,27.56,29.47166667,3.148333333,4845.676115,5205.534175,0.930870099
28.97473684,48.84157895,61.97777778,61.21333333,0.568333333,0.494210526,0.112105263,0.097894737,8.645263158,27.04,28.30833333,3.295,4860.338804,5220.865645,0.930945007
29.11263158,49.04157895,63.08333333,62.59166667,0.591666667,0.48,0.108947368,0.093157895,8.558421053,27.03666667,29.53,2.891666667,4540.375783,4892.113951,0.928100986
29.50368421,49.24,64.15789474,62.72,0.608333333,0.528421053,0.106842105,0.091052632,8.085789474,26.805,28.32666667,3.35,4854.879306,5217.179999,0.930556221
28.79473684,49.22263158,63.05526316,58.665,1.178333333,0.505789474,0.109473684,0.087368421,8.119473684,27.20166667,29.67,3.278333333,4859.632681,5217.171479,0.931468843
29.00631579,49.39263158,62.46947368,56.795,0.576666667,0.542105263,0.121052632,0.098947368,7.793157895,26.39833333,26.68166667,2.666666667,4802.431318,5175.933926,0.927838606
29.6025,,,,,,,,,,,,,,
