AverageOfP2O5,AverageOfCaO,AverageOfTotalSolids_TS,AverageOf +0.150mm ,AverageOf +1mm%,Average of Al2O3,Average of MgO,Average of Fe2O3,Average of SiO2,R.Average of P2O52,R.Average of Solids,R.Average of SO4,production ,input,recovery
28.06307692,49.33769231,61.59538462,50.4075,1.093333333,0.869230769,0.142307692,0.122307692,7.523846154,27.135,34.72833333,3.578333333,4720.749047,5101.648681,0.925337933
25.56307692,48.48538462,62.89307692,50.13416667,0.835833333,0.740769231,0.136923077,0.110769231,9.49,27.66833333,30.39166667,4.061666667,4371.167794,4710.103433,0.928040723
26.21384615,48.79153846,61.23692308,46.46666667,1.0325,0.670769231,0.166153846,0.116153846,8.759230769,27.92333333,31.455,3.118333333,4522.402135,4902.388309,0.922489581
27.95769231,49.66615385,62.67384615,48.54,0.491666667,0.700769231,0.135384615,0.105384615,7.036153846,28.18666667,29.75166667,3.173333333,4783.568537,5189.204064,0.921830878
28.354,50.275,59.065,47.99111111,1.113333333,0.696,0.129,0.108,5.986,27.31,29.36,2.723333333,3003.022835,3299.441768,0.910160884
26.6,49.45230769,60.77923077,48.50916667,0.473333333,0.704615385,0.12,0.095384615,7.989230769,27.545,30.33666667,2.848333333,4552.067201,4941.52772,0.921186212
26.44769231,49.41230769,64.234,48.84333333,0.547777778,0.561538462,0.118461538,0.092307692,8.226923077,27.69333333,32.36333333,3.308333333,4781.37234,5221.221361,0.915757446
26.44538462,49.34615385,62.91666667,51.63,0.443333333,0.436153846,0.126153846,0.077692308,8.34,27.43666667,30.16166667,2.965,4618.774444,4986.177349,0.926315717
27.18307692,49.46769231,61.06666667,42.74833333,0.411666667,0.561538462,0.130769231,0.086923077,7.69,27.36833333,30.89833333,3.286666667,4653.742472,5042.615822,0.922882614
25.62461538,47.90461538,62.05,43.935,0.355,0.666153846,0.13,0.110769231,10.25692308,27.71,29.68833333,3.58,4510,4885.664394,0.923108842
27.09461538,48.28538462,62.2,50.56833333,0.27,0.586923077,0.13,0.102307692,9.700769231,27.19833333,30.48666667,3.29,4259.37062,4634.107362,0.919135076
27.14076923,48.62307692,61.2,48.63,0.668333333,0.471538462,0.123076923,0.099230769,9.26,28.415,30.055,2.95,4836.27386,5281.574685,0.915687867
26.85230769,48.44846154,61.81666667,52.865,0.406666667,0.676923077,0.122307692,0.118461538,9.365384615,27.62,31.98166667,2.991666667,4713.177317,5148.474684,0.915451198
26.74,48.48461538,60.65,47.59333333,0.575,0.754615385,0.135384615,0.133076923,9.116153846,28.84333333,26.86666667,2.703333333,4387.929708,4785.938424,0.916837895
25.46461538,47.46,64.33333333,53.38333333,0.516666667,0.738461538,0.122307692,0.121538462,10.97923077,28.38,29.06,3.365,4571.549363,4989.645888,0.916207175
26.12166667,47.8925,64.68333333,54.65666667,0.373333333,0.584166667,0.120833333,0.1125,10.915,27.19,31.96666667,3.883333333,4020.114321,4398.428399,0.913988806
25.12769231,47.51461538,63.83333333,42.89333333,0.886666667,0.823076923,0.134615385,0.141538462,11.04,26.88666667,32.205,3.571666667,4305.120227,4704.635305,0.915080543
24.45923077,47.59846154,65.73333333,40.02666667,0.515,0.673846154,0.126153846,0.118461538,11.23538462,27.02,28.855,3.335,4081.512753,4476.613854,0.911741081
26.77846154,48.51769231,62.41666667,45.36166667,1.231666667,0.782307692,0.27,0.176923077,9.077692308,27.93833333,28.99833333,3.35,4228.61534,4643.832503,0.910587395
27.30923077,48.78230769,63.28333333,51.49166667,0.415,0.592307692,0.134615385,0.105384615,8.812307692,27.81666667,30.86166667,3.096666667,4667.405971,5103.556468,0.91453989
26.87461538,49.03769231,64.95,53.105,0.565,0.584615385,0.128461538,0.116923077,8.522307692,26.99833333,31.17833333,3.46,4706.46234,5159.83539,0.912134203
27.67307692,49.88615385,63.86666667,50.42833333,0.691666667,0.518461538,0.13,0.110769231,6.982307692,27.435,29.555,2.905,4375.019501,4771.192103,0.916965699
27.93916667,49.62166667,61.01666667,49.66333333,1.771666667,0.775,0.136666667,0.129166667,7.094166667,27.57333333,30.64833333,2.741666667,3821.938795,4177.27787,0.914935255
27.50384615,49.29615385,59.66666667,48.635,1.608333333,0.985384615,0.137692308,0.155384615,7.466153846,28.74833333,28.22833333,2.523333333,3861.321552,4261.369784,0.90612215
27.01,49.02538462,63.4,46.50833333,1.343333333,0.945384615,0.153076923,0.161538462,7.814615385,27.17333333,31.035,3.17,3582.728002,3959.198954,0.904912343
27.77923077,49.99538462,62.61666667,48.57,0.65,0.532307692,0.144615385,0.111538462,6.453076923,27.93333333,31.92666667,2.59,4336.605467,4762.563861,0.910561117
27.59538462,50.13307692,64.18333333,53.295,0.553333333,0.511538462,0.128461538,0.090769231,6.412307692,28.67166667,32.12333333,3.276666667,3381.81283,3752.917535,0.901115678
27.14615385,50.06153846,63.41666667,50.405,0.485,0.594615385,0.132307692,0.102307692,6.293846154,29.12666667,28.05166667,2.886666667,3358.077061,3670.53898,0.914873015
27.01923077,49.89153846,62.7,49.35166667,0.266666667,0.573076923,0.139230769,0.093846154,6.58,27.98,28.58333333,3.201666667,4219.80319,4628.619084,0.911676488
27.10666667,49.3875,61.84,52.238,0.358,0.59,0.143333333,0.078333333,7.3,28.36833333,31.08166667,3.021666667,3410.671501,3735.528459,0.913035877
27.37818182,49.42818182,62.05,52.56166667,0.44,0.632727273,0.142727273,0.09,7.332727273,28.06666667,27.985,3.061666667,3481.226476,3816.230461,0.912215997
26.46923077,48.97923077,62.55,43.48666667,0.528333333,0.756923077,0.143076923,0.127692308,8.086923077,29.47666667,31.16333333,3.61,3373.854919,3692.923154,0.913600088
25.433,48.916,62.22,45.242,0.49,0.696,0.135,0.104,8.59,28.05,26.62833333,2.868333333,3265.309009,3577.680893,0.912688724
27.09692308,49.79538462,61.26666667,52.78833333,0.416666667,0.594615385,0.143076923,0.088461538,7.086923077,27.42333333,27.21833333,3.701666667,4254.803373,4705.652858,0.904189812
27.37769231,50.07307692,63.73333333,54.64166667,0.648333333,0.49,0.131538462,0.076923077,6.475384615,28.065,29.09166667,3.398333333,4452.171583,4846.784423,0.918582548
27.67076923,50.39307692,60.06666667,52.07333333,0.353333333,0.350769231,0.120769231,0.071538462,6.276153846,27.66666667,28.555,2.853333333,4804.895977,5269.118298,0.911897533
27.98769231,50.19615385,63.25,51.6,0.57,0.566153846,0.120769231,0.09,5.976153846,27.66666667,27.85,2.925,4405.070677,4808.372101,0.916125163
28.49230769,50.39153846,62.36666667,48.81333333,0.401666667,0.533076923,0.12,0.09,5.594615385,27.70333333,27.89166667,3.533333333,4914.518266,5344.536844,0.919540534
28.45,49.83461538,63.73333333,47.33166667,0.563333333,0.596153846,0.122307692,0.099230769,6.620769231,28.07833333,28.975,3.218333333,4662.128398,5063.058959,0.920812583
28.95307692,49.88846154,61.85,48.87333333,0.483333333,0.614615385,0.126923077,0.102307692,6.281538462,27.81666667,29.22666667,3.225,4831.462027,5242.27686,0.921634274
29.28307692,50.09153846,62.3,49.635,0.39,0.623846154,0.123846154,0.111538462,5.867692308,28.16166667,29.81166667,3.45,5221.423995,5636.802137,0.926309611
29.26,49.856,61.53333333,48.79333333,0.643333333,0.76,0.122,0.108,6.188,27.72,28.90333333,3.916666667,5169.657362,5596.947694,0.923656544
28.56461538,49.99846154,61.98333333,44.04,0.695,0.565384615,0.15,0.106923077,6.286153846,27.29333333,31.05333333,2.901666667,4879.051731,5291.408635,0.922070486
28.73615385,49.96769231,63.36666667,53.225,0.725,0.234615385,0.133076923,0.073076923,6.943076923,28.14666667,31.695,2.861666667,4844.278657,5267.716051,0.919616511
28.19153846,50.00769231,63.06666667,47.26,0.24,0.11,0.116923077,0.065384615,7.051538462,27.425,28.3,3.166666667,4503.987836,4932.27169,0.913167019
28.43,50.00461538,62.3,53.13833333,0.461666667,0.116153846,0.166153846,0.070769231,7.120769231,25.89833333,30.78,2.946666667,4104.204642,4498.136041,0.912423414
27.08615385,48.60615385,62.53333333,52.15333333,0.266666667,0.433846154,0.136153846,0.100769231,8.833846154,26.78333333,29.45666667,3.625,4407.46079,4813.749318,0.91559832
28.12153846,49.24307692,61.91666667,51.935,0.475,0.430769231,0.143846154,0.121538462,7.846153846,26.59,32.59,2.301666667,4669.867611,5077.444604,0.919727929
28.39615385,49.16615385,63.51666667,49.31833333,0.556666667,0.420769231,0.16,0.11,7.916923077,27.81833333,29.68166667,2.998333333,4872.319564,5291.855012,0.920720532
27.97384615,48.93307692,62.3,46.12666667,0.723333333,0.492307692,0.165384615,0.11,8.119230769,28.66666667,30.07666667,2.801666667,4654.491375,5051.252648,0.921452895
27.91615385,48.79384615,61.05,43.035,0.941666667,0.603076923,0.300769231,0.152307692,8.143076923,27.87,27.295,3.493333333,4003.63384,4351.944921,0.919964272
27.06461538,48.22846154,60.31666667,41.04666667,2.121666667,0.465384615,0.264615385,0.140769231,9.302307692,28.36666667,30.68666667,3.548333333,4424.098238,4820.394805,0.917787529
27.13538462,47.96230769,61.33333333,44.59166667,0.515,0.473076923,0.160769231,0.122307692,10.06,28.22,29.82333333,3.388333333,4418.503088,4806.951136,0.919190348
27.53461538,47.98153846,60.71666667,47.26166667,0.83,0.551538462,0.175384615,0.127692308,9.770769231,28.78833333,27.485,3.278333333,4611.645234,5009.563181,0.920568335
28.04,48.71153846,61.33333333,49.72666667,0.946666667,0.479230769,0.275384615,0.126153846,8.525384615,28.43333333,29.515,3.15,4505.608499,4923.785472,0.915070026
28.05307692,48.76384615,63.51666667,47.155,1.398333333,0.450769231,0.316153846,0.142307692,8.440769231,27.54,31.78166667,3.078333333,4350.643821,4738.505682,0.918146798
27.20846154,48.57615385,61.55,46.95166667,1.101666667,0.490769231,0.266153846,0.133076923,8.673846154,26.805,32.02666667,3.261666667,4857.336629,5255.434942,0.924250168
26.59538462,48.54769231,60.73333333,48.79333333,1.628333333,0.464615385,0.53,0.133076923,8.470769231,27.49,29.555,3.528333333,3695.302447,4021.915406,0.918791688
27.08333333,48.31,63,54.19,0.4575,0.323333333,0.185555556,0.104444444,9.42,27.61,31.45,2.85,3000.667887,3271.63041,0.917178138
28.40636364,48.8,67.74,56.174,0.588,0.425454545,0.162727273,0.1,8.509090909,26.62333333,24.9,3.116666667,3053.414682,3346.380344,0.91245297
28.27692308,48.49538462,62.26666667,51.88166667,0.36,0.44,0.176923077,0.115384615,8.973846154,27.96,33.62833333,3.203333333,4005.773276,4380.162145,0.914526253
28.84846154,48.72538462,64.68333333,55.15666667,0.363333333,0.508461538,0.127692308,0.116923077,8.560769231,27.93166667,31.17333333,3.198333333,5022.368188,5399.650511,0.930128381
29.59692308,49.46769231,62.43333333,53.04166667,0.566666667,0.328461538,0.147692308,0.093076923,7.494615385,28.42833333,28.48833333,3.22,5175.490591,5595.96951,0.924860399
28.98461538,49.00153846,60.88333333,49.725,0.351666667,0.346153846,0.133076923,0.101538462,8.166923077,26.46333333,31.33166667,3.531666667,4812.444823,5196.956142,0.926012206
27.70153846,48.63,61.01666667,53.62833333,1.156666667,0.428461538,0.270769231,0.113076923,8.526923077,27.51833333,27.28,2.82,4711.356117,5121.674,0.919885982
28.4275,48.63,60.45,50.20666667,1.708333333,0.496666667,0.38,0.125,8.324166667,26.77,28.73833333,3.016666667,3077.085646,3357.883995,0.9163764
28.38923077,49.38615385,60.51666667,51.40666667,3.001666667,0.566923077,0.75,0.166153846,6.686923077,27.525,27.58166667,2.606666667,4181.224655,4541.131333,0.920745151
28.15538462,49.04153846,62.11666667,52.325,0.836666667,0.426923077,0.323076923,0.113076923,7.916923077,28.29333333,26.97833333,2.655,4828.373737,5238.764722,0.921662642
27.73769231,49.21692308,62.85,50.92333333,1.578333333,0.393076923,0.444615385,0.116923077,7.572307692,28.245,31.4,3.421666667,5012.062047,5432.127157,0.922670236
27.67692308,48.30692308,58.15,50.27166667,0.996666667,0.438461538,0.312307692,0.124615385,9.406923077,27.92666667,28.015,2.485,5019.393436,5448.363584,0.921266241
28.34461538,48.61538462,62.48333333,54.68666667,1.448333333,0.325384615,0.363846154,0.106153846,8.256153846,27.99833333,31.59666667,3.215,4851.537775,5281.287437,0.91862786
28.72692308,48.42153846,62.04444444,53.50666667,0.365,0.406153846,0.190769231,0.11,9.102307692,27.79166667,30.045,2.751666667,5022.035284,5410.516925,0.928198794
29.30769231,48.58307692,61.49076923,59.56666667,0.988333333,0.427692308,0.236153846,0.126923077,8.761538462,28.075,31.87333333,2.801666667,4609.857788,5011.964422,0.919770653
28.54615385,48.49846154,62.13153846,54.74666667,0.788333333,0.411538462,0.202307692,0.116153846,9.318461538,26.54,30.83666667,3.601666667,4458.582352,4863.270412,0.916786848
28.59615385,48.11769231,62.27153846,53.52833333,0.93,0.653846154,0.203846154,0.153076923,9.607692308,27.73166667,28.45,3.37,5035.39234,5435.396463,0.926407554
28.97307692,48.29615385,61.28692308,51.13,0.988333333,0.654615385,0.244615385,0.15,9.038461538,26.94166667,28.605,3.638333333,4808.85164,5204.575782,0.92396611
29.43230769,48.77153846,60.98923077,54.45333333,1.84,0.566923077,0.409230769,0.146923077,8.073076923,28,33.07833333,3.011666667,4612.551177,5014.537833,0.919835752
28.83384615,48.56230769,60.09307692,55.95166667,0.928333333,0.383846154,0.364615385,0.13,8.881538462,27.32833333,31.19833333,3.218333333,4129.810051,4477.621476,0.922322281
28.28461538,48.60076923,61.71384615,51.52,2.185,0.358461538,0.493076923,0.119230769,8.709230769,27.31333333,29.84333333,2.928333333,4454.216305,4847.286686,0.918909195
27.80692308,48.21923077,61.75230769,51.12333333,2.725,0.471538462,0.559230769,0.142307692,9.194615385,26.91666667,27.715,3.306666667,4610.118695,5000.475697,0.921936027
27.84923077,48.07,60.95,56.28166667,1.461666667,0.410769231,0.271538462,0.122307692,10.21615385,27.47166667,30.68666667,3.865,4104.966936,4572.924593,0.897667751
27.72615385,47.91615385,61.64769231,53.82666667,0.551666667,0.249230769,0.190769231,0.093846154,10.83384615,27.64166667,28.17666667,3.133333333,4551.798512,4952.145411,0.919156877
27.84307692,48.06153846,61.79769231,51.40666667,0.626666667,0.257692308,0.233076923,0.106923077,10.49615385,27.56666667,31.03,3.62,4904.22595,5296.299473,0.925972176
27.20769231,47.31307692,60.89166667,47.42333333,2.118333333,0.501538462,0.326153846,0.151538462,11.43230769,27.36666667,27.975,3.351666667,4516.770986,4915.34327,0.918912625
27.13923077,47.19538462,59.20692308,50.42833333,2.141666667,0.436923077,0.46,0.153076923,11.47461538,27.75333333,28.37166667,3.423333333,4657.255887,5072.963192,0.918054342
28.19,48.10230769,61.49461538,55.06166667,1.2,0.391538462,0.150769231,0.129230769,10.65615385,27.20833333,28.05833333,3.653333333,4351.37771,4753.901218,0.915327751
29.10692308,48.51769231,61.98,56.23,0.383333333,0.559230769,0.143846154,0.082307692,10.05692308,27.825,31.03,3.62,4952.868506,5378.219309,0.920912336
28.62692308,48.65615385,60.61923077,57.745,1.233333333,0.580769231,0.226923077,0.053076923,9.48,27.79833333,30.18666667,2.948333333,4957.615139,5376.301885,0.922123654
27.33538462,47.38538462,62.72692308,58.26166667,0.68,0.614615385,0.16,0.072307692,11.66923077,27.38666667,28.60166667,3.535,4520.111958,4928.039739,0.917223114
27.48076923,46.18,63.2,56.115,0.405,0.646923077,0.149230769,0.063846154,13.67846154,27.73166667,32,3.418333333,4920.001557,5332.204534,0.92269558
28.31153846,47.05846154,63.08230769,53.20666667,0.828333333,0.643846154,0.163076923,0.062307692,12.39384615,28.23833333,30.11166667,3.476666667,4344.167329,4718.088419,0.920747333
27.59692308,47.08307692,63.04769231,54.36333333,0.395,0.52,0.163076923,0.054615385,12.37846154,28.03166667,31.57166667,3.2,4674.257116,5032.924325,0.928735823
28.84615385,48.47307692,61.49461538,55.415,0.51,0.465384615,0.166153846,0.048461538,9.527692308,27.38333333,33.47333333,2.716666667,4703.610888,5087.496204,0.924543371
28.85153846,48.76538462,63.21461538,54.625,0.141666667,0.359230769,0.160769231,0.020769231,9.069230769,27.80333333,31.00166667,2.758333333,4871.896515,5261.555978,0.925942162
29.37153846,49.13615385,63.72615385,55.75666667,0.168333333,0.317692308,0.152307692,0.021538462,8.25,27.91166667,31.54666667,3.566666667,5022.29324,5428.524487,0.925167281
28.18307692,48.37307692,63.57,55.33166667,0.668333333,0.550769231,0.145384615,0.044615385,9.367692308,28.385,31.95833333,2.93,4969.695183,5382.129678,0.923369647
28.48846154,49.04923077,65.07692308,53.99666667,0.363333333,0.476153846,0.137692308,0.034615385,8.486923077,27.69666667,32.94166667,3.03,4854.764776,5266.941823,0.921742624
27.23769231,48.58538462,64.32769231,52.42333333,0.343333333,0.508461538,0.139230769,0.042307692,9.715384615,26.495,33.93666667,2.956666667,4179.876647,4521.995683,0.924343352
27.61846154,48.26615385,63.16230769,51.53,0.485,0.675384615,0.139230769,0.06,9.82,27.38833333,33.84833333,3.511666667,4713.292218,5118.136228,0.920900111
27.78923077,48.27923077,62.48692308,53.39166667,0.751666667,0.61,0.146923077,0.062307692,9.666923077,26.84666667,31.67166667,2.893333333,4776.717838,5179.576473,0.922221704
27.60818182,48.70181818,59.28181818,50.458,0.618,0.443636364,0.151818182,0.053636364,9.135454545,26.41,31.89666667,2.848333333,3806.715024,4147.258229,0.917887147
28.31,48.82230769,61.11538462,54.565,0.721666667,0.369230769,0.155384615,0.046153846,8.698461538,27.515,30.97166667,3.225,4630.9297,5029.120321,0.920823008
27.61846154,48.61230769,63.88307692,55.04166667,0.325,0.5,0.15,0.023846154,9.139230769,26.89666667,32.25166667,3.298333333,4662.966676,5057.986061,0.921901844
27.74076923,48.52230769,64.32230769,56.16833333,0.27,0.533846154,0.147692308,0.04,9.484615385,27.32166667,30.585,3.043333333,4453.611768,4834.21891,0.92126812
29.46307692,49.19307692,62.74384615,58.315,1.315,0.456153846,0.142307692,0.041538462,8.101538462,27.515,30.82666667,2.906666667,4244.987847,4690.815041,0.904957413
27.19461538,48.02,64.91,56.48,0.456666667,0.504615385,0.144615385,0.046153846,10.68384615,26.44166667,29.75333333,2.863333333,4157.053522,4528.876958,0.917899418
27.50083333,48.00583333,63.62833333,54.282,0.976,0.478333333,0.140833333,0.046666667,10.14166667,27.094,31.018,2.626,4083.30234,4458.846604,0.915775469
28.075,48.63583333,62.93833333,56.652,0.862,0.5975,0.149166667,0.0475,8.905,28.22166667,30.13666667,2.64,4259.894722,4632.342462,0.919598401
29.59923077,49.17153846,63.49923077,57.325,0.331666667,0.528461538,0.143846154,0.033076923,7.631538462,28.08,30.37833333,3.216666667,5020.352862,5461.866127,0.919164393
29.04583333,48.74583333,61.14083333,55.50166667,1.288333333,0.534166667,0.145,0.051666667,8.584166667,27.93666667,27.90833333,2.75,4930.002589,5370.399405,0.917995519
28.63846154,48.34769231,62.13923077,55.77333333,0.466666667,0.588461538,0.140769231,0.045384615,9.384615385,28.435,30.27166667,3.756666667,5045.044267,5482.339318,0.920235683
28.58,48.30461538,61.47384615,53.895,0.495,0.636923077,0.15,0.046923077,9.535384615,27.77166667,29.87666667,3.238333333,4547.429704,4953.28422,0.918063552
28.54769231,48.15076923,63.27384615,53.21666667,0.748333333,0.495384615,0.136153846,0.04,10.16769231,28.79333333,28.36333333,2.993333333,4749.570329,5158.83216,0.920667737
29.48153846,48.60769231,62.39166667,52.725,0.601666667,0.434615385,0.127692308,0.049230769,9.146923077,28.17666667,28.445,3.086666667,4617.451376,5022.568886,0.919340577
28.43461538,48.78769231,61.33,49.085,1.753333333,0.548461538,0.138461538,0.060769231,8.84,28.04833333,29.69166667,2.995,4715.720096,5141.130819,0.917253472
28.08769231,48.68461538,61.81230769,52.76833333,0.215,0.501538462,0.133076923,0.039230769,8.944615385,27.25833333,30.45666667,2.838333333,4405.447456,4796.410719,0.918488369
27.96461538,47.87923077,62.99153846,53.02666667,0.811666667,0.650769231,0.181538462,0.064615385,9.66,27.90666667,27.66833333,2.863333333,4717.995743,5122.054734,0.921113887
28.00461538,47.74538462,62.86692308,54.62833333,0.355,0.489230769,0.169230769,0.084615385,10.52846154,27.375,28.66666667,3.183333333,5012.679246,5419.497883,0.924934257
29.01307692,48.75615385,62.31076923,54.09666667,0.385,0.376923077,0.136923077,0.057692308,9.368461538,28.08666667,28.83166667,2.976666667,5004.180228,5414.102232,0.924286246
28.98230769,48.56384615,63.12538462,55.30833333,0.38,0.374615385,0.13,0.043846154,9.309230769,27.80333333,26.78,3.045,4265.252182,4651.610783,0.916940901
28.64,48.83076923,63.73615385,52.00333333,0.193333333,0.319230769,0.126153846,0.03,9.250769231,28.175,25.96666667,2.921666667,4120.898629,4449.453106,0.926158458
28.79384615,48.17230769,62.44846154,50.33333333,0.325,0.503076923,0.126923077,0.057692308,9.709230769,28.75833333,28.67666667,3.328333333,4717.447216,5085.548589,0.927618158
28.45,48.16076923,63.30153846,55.69,0.243333333,0.446923077,0.133076923,0.036153846,10,28.03166667,28.195,3.055,4766.942974,5160.375986,0.923758848
28.72384615,49.26307692,63.41692308,55.04333333,0.651666667,0.504615385,0.136923077,0.041538462,8.01,27.87666667,27.48,2.901666667,4594.950535,4990.877467,0.920669875
28.65923077,48.64461538,63.67,52.38,0.301666667,0.447692308,0.143076923,0.038461538,8.854615385,27.82833333,30.36833333,3.021666667,4709.873951,5093.096697,0.924756436
28.48307692,48.34153846,62.42153846,53.73833333,1.435,0.572307692,0.142307692,0.061538462,9.283846154,28.13166667,29.715,2.853333333,4300.139649,4695.100299,0.915878123
28.19636364,48.34,62.02181818,54.014,1.78,0.565454545,0.135454545,0.056363636,9.330909091,29.236,30.906,2.99,3617.14567,3953.952116,0.914817773
28.53666667,47.95888889,63.99444444,52.85,0.485,0.41,0.121111111,0.051111111,9.934444444,27.744,29.902,2.63,3313.386468,3609.091575,0.91806661
28.32076923,47.34538462,61.82538462,52.81,0.48,0.774615385,0.138461538,0.082307692,10.74384615,26.03833333,27.335,3.461666667,4088.111127,4439.457047,0.920858358
27.08181818,47.43636364,61.13363636,55.476,0.576,0.756363636,0.138181818,0.054545455,11.11909091,27.156,27.118,3.036,3377.227229,3678.18067,0.918178722
27.99363636,48.42636364,60.13363636,48.904,0.634,0.569090909,0.145454545,0.086363636,9.230909091,26.36666667,29.19833333,3.015,4123.348829,4448.481032,0.926911636
28.70230769,48.37846154,61.31384615,52.59166667,0.226666667,0.539230769,0.153846154,0.04,9.206923077,27.90833333,30.53833333,3.161666667,4340.893397,4733.056545,0.917143786
27.83,48.00090909,63.51363636,52.274,0.262,0.548181818,0.156363636,0.057272727,10.09363636,28.16,30.544,3.668,3551.422317,3869.874486,0.917709949
27.02,47.17166667,62.94166667,49.24833333,0.72,0.591666667,0.155,0.081666667,11.43166667,27.75333333,31.85833333,3.436666667,4374.510224,4747.655327,0.92140434
26.43461538,47.19615385,64.22384615,46.92833333,0.715,0.578461538,0.156923077,0.068461538,11.59692308,27.70833333,30.33166667,3.035,4612.257619,4999.42494,0.922557629
27.17538462,47.95153846,63.42692308,51.57666667,1.056666667,0.523076923,0.151538462,0.051538462,10.64153846,27.59166667,28.305,3.165,4503.215582,4868.160154,0.925034395
26.12615385,47.15076923,63.20538462,51.31666667,1.63,0.713076923,0.160769231,0.083846154,11.73384615,27.355,29.82,2.798333333,4255.625372,4591.287414,0.92689152
27.25076923,48.50615385,63.61307692,49.78833333,1.645,0.651538462,0.368461538,0.079230769,9.011538462,26.72333333,29.61166667,3.103333333,4506.736232,4868.417402,0.925708677
27.12,47.59,64.10833333,52.89666667,0.243333333,0.494615385,0.163846154,0.049230769,10.98923077,26.95,32.22,2.708333333,4638.176711,5004.496013,0.92680196
27.40769231,48.14846154,63.07769231,49.735,0.448333333,0.500769231,0.152307692,0.056153846,9.812307692,27.37833333,31.06166667,3.331666667,4325.514084,4661.44807,0.927933556
27.86769231,47.90615385,62.73538462,51.595,0.573333333,0.520769231,0.151538462,0.1,10.07153846,27.61166667,30.75666667,3.388333333,4714.045248,5116.901192,0.921269548
27.74,47.53538462,63.48888889,53.32166667,0.283333333,0.421538462,0.14,0.138461538,10.70538462,28.33166667,29.155,2.621666667,4466.15972,4844.930021,0.921821306
28.34230769,47.85538462,62.75,47.47833333,0.42,0.428461538,0.134615385,0.146153846,10.29307692,28.515,30.92,3.251666667,4942.0983,5354.543696,0.922972821
27.91923077,47.95307692,64.06923077,49.46333333,0.408333333,0.476153846,0.138461538,0.138461538,10.49153846,28.33833333,30.43666667,3.111666667,4833.054976,5213.425963,0.92704011
28.11461538,47.83461538,63.53538462,54.20833333,0.416666667,0.471538462,0.138461538,0.128461538,10.29461538,28.78833333,31.16,3.118333333,5103.806526,5497.532136,0.92838139
29.19923077,48.12,61.65538462,55.11666667,0.913333333,0.487692308,0.133846154,0.146153846,10.09230769,29.265,27.90333333,3.338333333,5227.034845,5629.929785,0.928436951
28.14846154,47.00692308,62.25692308,52.225,0.703333333,0.733076923,0.14,0.178461538,11.54923077,29.36333333,27.14166667,3.445,4452.545145,4810.484368,0.925591854
28.13153846,47.04384615,60.96692308,50.36333333,0.451666667,0.815384615,0.146153846,0.190769231,11.45769231,29.13666667,31.07833333,3.063333333,5030.506224,5424.231452,0.927413638
28.15846154,47.40923077,62.38615385,49.21666667,0.89,0.380769231,0.133076923,0.146923077,11.71769231,28.86,32.31833333,2.931666667,4252.868988,4614.423605,0.921646852
27.68,46.84444444,60.85111111,50.595,0.25,0.243333333,0.134444444,0.131111111,12.33444444,29.16333333,29.87666667,2.81,3909.508965,4216.090309,0.927283022
28.45153846,47.52307692,61.41461538,50.79166667,0.205,0.435384615,0.135384615,0.150769231,10.86384615,28.94,30.37666667,2.63,5019.553752,5413.798035,0.927177874
27.65538462,47.78230769,63.77230769,52.21333333,0.311666667,0.431538462,0.136923077,0.130769231,10.69923077,28.71166667,28.63666667,3.051666667,4644.78521,5029.164395,0.92356997
27.80384615,48.46846154,63.70692308,54.34666667,0.458333333,0.360769231,0.136923077,0.12,9.921538462,28.26333333,34.00333333,2.49,4774.224136,5150.729953,0.926902435
29.23692308,49.34384615,62.80846154,51.69666667,0.411666667,0.377692308,0.143846154,0.113846154,7.853076923,28.21666667,29.02166667,3.171666667,4605.657948,4966.627312,0.927321029
29.05769231,49.35461538,63.57692308,49.02833333,0.273333333,0.309230769,0.14,0.113846154,7.790769231,28.94833333,26.91833333,2.923333333,5031.515223,5421.812827,0.928013449
28.75230769,49.66076923,62.82692308,49.53,0.386666667,0.437692308,0.146923077,0.123846154,7.513076923,29.30833333,31.80666667,2.836666667,4503.649363,4858.405624,0.92698093
28.69923077,48.46538462,63.07076923,51.76166667,0.501666667,0.444615385,0.152307692,0.143076923,9.159230769,28.85333333,31.225,2.898333333,4771.524632,5144.45123,0.927508964
28.61307692,47.79,62.3,52.38,0.31,0.393076923,0.156923077,0.157692308,10.20384615,29.73333333,29.575,3.055,4746.818762,5311.003174,0.893770651
29.06,48.44,62.2,53.785,0.425,0.373076923,0.161538462,0.123076923,9.13,29.155,30.08666667,3.418333333,4925.418383,5324.688849,0.925015249
28.57307692,48.51076923,63.56769231,54.17166667,0.428333333,0.406153846,0.148461538,0.121538462,9.071538462,28.98,30.94666667,2.996666667,5026.228436,5420.631938,0.92724031
28.54076923,48.25692308,62.43769231,55.84,0.936666667,0.303076923,0.15,0.098461538,9.204615385,28.93166667,28.62833333,2.75,4629.727939,4988.978275,0.927991201
28.77363636,48.67909091,63.80454545,53.886,0.644,0.357272727,0.137272727,0.103636364,9.155454545,29.10666667,29.94,2.808333333,4044.364829,4383.488159,0.922636193
28.38692308,48.23153846,63.20769231,50.63333333,0.373333333,0.335384615,0.147692308,0.119230769,9.694615385,28.685,27.26666667,2.895,5015.33499,5399.097804,0.928920937
